compound_lemma	order	cosine_head	cosine_mod	cosine_0:100	cosine_100:0	cosine_50:50	cosine_isolate.mul	cosine_isolate.add	cosine_best	weight_best	freq.w1&w2	freq.w1	freq.w2	pmi.w1&w2	ppmi.w1&w2	source	compound_surface	compound_lemmapos	headLemma	modifierLemma	nAnnot	compositionalityHead	stdevHead	compositionalityModifier	stdevModifier	compositionality	stdevHeadModifier	equivalents	sqerr_head	sqerr_mod	sqerr_50:50	sqerr_best
table_rond	H_M	-0.034036	-0.12018	-0.12018	-0.034036	-0.09554	0.0	-0.077108	0.0	0:0	21072	298269	121904	6.68088	6.68088	N/A	table_ronde	table/n_rond/a	table	ronde	13	1.6923	1.1094	1.2308	1.0127	1.4615	1.1266	débat(7);réunion(6);discussion(2);conference(1);rencontre(1);pourparlers(1);échange d'opinion(1);colloque(1);discussion ouverte(1);reunion(1);echange de vue(1);négociations(1);renconte(1);concertation(1);conférence(1);séance de travail(1);association de jeunes hommes(1);symposium(1);meeting(1);reunion a table(1)	0.020886608484	0.0375390625	0.0255776049	0.04313929
tapis_rouge	H_M	0.15953	0.11161	0.11161	0.15953	0.16514	0.13344	0.13557	0.17038	0.68267:0.31733	1558	30359	321149	5.39257	5.39257	N/A	tapis_rouge	tapis/n_rouge/a	tapis	rouge	13	3.5385	1.6641	3.3846	1.8502	3.3077	1.8432	tapis de cérémonie(3);recevoir royalement(3);faire honneur(2);accueil chaleureux(1);montrer plein d'égards(1);réception royale(1);célébrité événement(1);privilège(1);tapis d'honneur(1);réception enthousiaste(1);ouvrir les portes(1);marque de bienvenue(1);tapis des célébrités(1);tapis de marche(1);grandeur(1);importance(1);accueillir quelqu'un avec luxe(1);feux de la rampe(1);taps d'honneur(1);accueil sompteux(1);acceuillir à bras ouverts(1);tapis pour les célébrités(1);recevoir chapeau bas(1);traiter avec des égards(1);Évènement(1)	0.016367364225	0.014668843225	0.0062362609	0.0058293225
temps_fort	H_M	0.069858	-0.018994	-0.018994	0.069858	0.03085	0.0	0.025432	0.069858	1:0	8126	2080897	824996	1.8733	1.8733	N/A	temps_fort	temps/n_fort/a	temps	fort	15	3.4000	1.6388	2.4667	1.7265	1.8667	1.3558	moment inoubliable(4);moment important(3);nouvelle(1);bon moment(1);évènement important(1);sommet(1);moment marquant(1);faits marquants(1);évenément(1);temps culminant(1);moments inoubliables(1);moment émouvant(1);passage important(1);grands moments(1);actualité(1);période critique(1);ictus(1);hit(1);événement notable(1);Événements(1);moment incontournable(1);point fort(1);instant à retenir(1);apogée(1);événement important(1);eventment(1);moments importants(1);moment fort(1);instants majeurs(1)	0.021045595041	8.048569e-06	0.020188147225	0.026111004921
temps_mort	H_M	0.24898	0.13043	0.13043	0.24898	0.24644	0.18021	0.1897	0.26336	0.72719:0.27281	2238	2080897	520307	1.04477	1.04477	N/A	temps_mort	temps/n_mort/a	temps	mort	14	4.6429	0.6333	1.2143	1.3688	2.0714	1.4917	pause(8);interruption(4);arrêt(4);temps de repos(2);temps d'interruption(1);pauses(1);moment d'inactivité(1);arrêts(1);temps non productif(1);arrêt de jeu(1);temps d'arrêt(1);cassures temporelles(1);temps de silence(1);respiro(1);moment de repos(1);point d'orgue(1);petite pause(1);fragments(1);perte de temps(1);silence(1)	0.0924707281	0.103912746025	0.0436559236	0.04726276
temps_partiel	H_M	0.13453	0.40552	0.40552	0.13453	0.36579	0.23357	0.27002	0.41731	0.19958:0.80042	20806	2080897	131354	4.65095	4.65095	N/A	temps_partiel	temps/n_partiel/a	temps	partiel	13	3.8462	1.4051	4.0769	1.0377	3.6154	1.5021	mi temps(9);travail à temps partiel(2);sous emploi(1);horaire de travail partiel(1);demi journées(1);demi journee(1);activité secondaire(1);salarié travaille moins(1);incomplé(1);durée travail réduit(1);fragmentaire(1);travail à mi temps(1);portion de temps(1);temps incomplet(1);semaine de travail de moins de 35 heures(1);saison(1);chômage partiel(1);travail moitié du temps(1);tiers temps(1)	0.040793900625	0.0126832644	0.001614834225	0.000208080625
temps_plein	H_M	0.1021	-0.0076739	-0.0076739	0.1021	0.059377	0.0	0.047213	0.1021	1:0	19760	2080897	599637	3.08094	3.08094	N/A	temps_plein	temps/n_plein/a	temps	plein	12	3.9167	0.9962	3.0833	0.9962	3.0833	0.9962	temps complet(6);plein temps(2);35 heures par semaine(1);à temps complet(1);heures d'ouverture(1);durée de travail(1);à plein temps(1);charge de travail(1);temps non partiel(1);journée de travail entière(1);heures de bureau(1);unité de mesured'une charge de travail(1);pas temps partiel(1);faire les trois huit(1);relation normale de travail(1);capacité de travail ou de production(1);exclusif(1);travail toute la semaine(1);activité rémunérée(1);complet(1)	0.0539586441	0.0145195149593	0.00756404181225	0.0043046721
temps_réel	H_M	0.090658	0.19584	0.19584	0.090658	0.17326	0.13324	0.14325	0.19687	0.10351:0.89649	32267	2080897	389717	4.00223	4.00223	N/A	temps_réel	temps/n_réel/a	temps	réel	14	4.5714	0.7559	3.1429	1.6575	3.0000	1.7541	immédiatement(3);en simultané(2);en direct(2);traitement en direct(2);en meme temps(1);présent(1);Échange immédiat d'information(1);réalité temporelle(1);dans l'immédiateté(1);sans délai(1);en meme temp(1);temps actuel(1);aussitôt(1);temps non virtuel(1);simultanement(1);a ce moment(1);sur le champs(1);instantanné(1);maintenant(1);instantanement(1);dans l'instant même(1);à l instant même(1);traitement en temps réel(1);traitement en directe(1);immédiat(1);à l'instant(1)	0.136124840401	0.0009400356	0.0001787569	2.449225e-06
travail_public	H_M	0.50876	0.42911	0.42911	0.50876	0.54063	0.46724	0.46894	0.54652	0.62903:0.37097	10950	2525335	1502067	1.37878	1.37878	N/A	travaux_publics	travail/n_public/a	travaux	publics	11	4.7273	0.4671	4.0909	0.8312	4.0909	0.7006	travaux d'intérêt général(2);génie civil(2);métiers de la construction(2);infrastructures publiques(2);travail du gouvernement(1);métiers de construction(1);construction publique(1);travaux de la ville(1);travaux d'utilité générale(1);travaux de construction(1);construction pour but collectif(1);construction(1);constructions pour le public(1);travaux collectifs(1);chantiers nationaux(1);travaux de l'état(1);chantier(1);travaux de voirie(1)	0.0365115664	0.010738140625	0.002291058225	0.0020178064
trou_noir	H_M	0.28147	0.16947	0.16947	0.28147	0.27938	0.2184	0.22547	0.29504	0.73197:0.26803	4331	85605	415050	5.12182	5.12182	N/A	trou_noir	trou/n_noir/a	trou	noir	12	2.5000	1.8340	3.5000	1.7321	2.5833	1.5643	abime(2);singularité gravitationnelle(2);abîme(1);caverne(1);astres occlus(1);rien(1);black hole(1);matière ultra compacte(1);trou quantique(1);vide(1);boule noire(1);phénomène astronomique(1);anti matière(1);trou qui absorbe tout(1);objet céleste hypercompact(1);objet céleste ultra dense(1);étoile effondrée sur elle même(1);collapsar(1);aucun rayonnement(1);objet céleste invisible(1);vortex(1);objet céleste(1)	0.019806340225	0.013286020225	0.0151363809	0.0171243396
trou_normand	H_M	0.16427	0.20544	0.20544	0.16427	0.269	0.1837	0.18485	0.27049	0.45019:0.54981	121	85605	20083	4.57258	4.57258	N/A	trou_normand	trou/n_normand/a	trou	normand	9	0.6667	0.7071	1.5556	1.5092	0.7778	0.6667	coup du milieu(3);calvados(3);digestif(2);eau de vie(2);sorbet au milieu du repas(1);cocktail(1);pause au milieu du repas(1);coupure de repas(1);petit verre de calvados(1);sorbet digestif avant l'entrée(1);verre de calvados(1);coutume gastronomique(1);boisson alcolisée(1);mélange d'alcools(1)	0.201416952025	0.08503056	0.2293835236	0.230097699225
téléphone_arabe	H_M	0.1016	0.021283	0.021283	0.1016	0.092361	0.0465	0.061439	0.10688	0.7594:0.2406	106	315227	99512	1.53628	1.53628	N/A	téléphone_arabe	téléphone/n_arabe/a	téléphone	arabe	13	1.0000	1.2247	0.3846	0.7679	0.2308	0.5991	bouche à oreille(7);rumeur(6);téléphone sans fil(2);renseignement(1);passe parole(1);transmission de paroles(1);jeu(1);rapidité d'information(1);jeu de bouche à oreille(1);bruit(1);on dits(1);colportage(1);transmission rapide(1);ouï dire(1);transmission des nouvelles(1);rumeurs(1);ragot(1);jeu de société(1)	0.12306064	0.188114339562	0.25002050042	0.2573329984
téléphone_portable	H_M	0.47109	0.58844	0.58844	0.47109	0.61302	0.5265	0.52976	0.62401	0.33665:0.66335	14818	315227	114390	6.3371	6.3371	N/A	téléphone_portable	téléphone/n_portable/a	téléphone	portable	16	4.8750	0.5000	4.9375	0.2500	5.0000	0.0000	téléphone cellulaire(8);téléphone mobile(5);cellulaire(4);portable(3);téléphone sans fil(3);smartphone(2);mobile(2);gsm(2);radiotéléphone mobile(1);téléphone céllulaire(1);telephone d'automobile(1);telephone sans fil(1);telephone cellulaire(1);téléphone portatif(1);portable téléphonique(1)	0.057338697025	0.0373571584	0.0374383801	0.035342120025
valeur_sûr	H_M	0.044761	0.16937	0.16937	0.044761	0.15183	0.08707	0.10707	0.17542	0.21217:0.78783	1859	751640	354139	2.26226	2.26226	N/A	valeur_sûre	valeur/n_sûr/a	valeur	sûre	11	4.2727	0.7862	3.7273	1.9022	3.6364	1.3618	référence(2);vertu(2);fait(1);utilité certaine(1);morale(1);bon investissement(1);recommendation(1);investissement fiable(1);obligation(1);incontournable(1);valeur établie(1);valeur essentielle(1);quelque chose de certain(1);valeur immuable(1);assurance(1);mérite(1);valeur qui est garanti(1);précieux(1);valeur prouvée(1);sécurité(1);vérité(1);valeur refuge(1)	0.11032993344	0.025848600625	0.022911363225	0.0194797849
vie_associatif	H_M	0.13808	0.53401	0.53401	0.13808	0.43855	0.27154	0.33604	0.53596	0.081072:0.91893	14600	1872546	123137	4.46683	4.46683	N/A	vie_associative	vie/n_associatif/a	vie	associative	8	2.8750	1.3562	4.7500	0.4629	4.0000	0.7559	vie de groupe(2);tissu associatif(1);activités de convivialité(1);amitié(1);projet collectif(1);vie communautaire(1);socialisation(1);relatif aux associations(1);fonctionnement associatif(1);action associative(1);vie social(1);vie de quartier(1);capacité à construire ensemble(1);vie coopérative(1);créer du lien social(1);activités collectives(1);mutualité(1)	3.55216e-05	0.033487170025	0.006516525625	0.0010252804
vie_quotidien	H_M	0.50069	0.3939	0.3939	0.50069	0.55775	0.4441	0.4473	0.56487	0.60757:0.39243	32066	1872546	333012	4.25873	4.25873	N/A	vie_quotidienne	vie/n_quotidien/a	vie	quotidienne	16	4.1250	0.9574	4.4375	0.8139	4.3125	0.7042	vie courante(5);vie de tous les jours(3);quotidien(2);routine(2);ayant lieu chaque jour(2);concernes de la vie de chaque jour(1);habituelle(1);vie de chaque jour(1);vie ordinaire(1);banal(1);vie journalière(1);vie habituelle(1);journée(1);vie normale(1);de la vie ordinaire(1);mÅurs(1);mêlée ouverte(1);banale(1);moeurs et coutumes(1);vie domestique(1);vie pratique(1);de tous les jours(1);de chaque jour(1);vie de ce jour.(1);vie de toujours(1);train train(1);journaliere(1);vie régulière.(1);routine journalier(1);vie de chaque jour.(1)	0.005573369025	0.0363093025	0.006993140625	0.006410404225
vieux_fille	M_H	0.24646	0.2111	0.24646	0.2111	0.27084	0.2281	0.22878	0.27285	0.40378:0.59622	501	289019	374142	1.85189	1.85189	N/A	vieille_fille	vieux/a_fille/n	fille	vieille	12	4.1667	1.0299	2.9167	1.5050	2.4167	1.7816	célibataire âgée(3);célibataire(3);femme non mariée(2);catherinette(2);célibataire endurcie(1);personne non marriée(1);pucelle(1);vielle femme non mariée(1);demoiselle âgée(1);vieille femme(1);ancestrale(1);contemporaine(1);grand mère(1);vierge(1);vieille(1);dame seule(1);femme celibataire(1);femme mûre non mariée(1);celibataire(1);femme d'un certain âge célibataire(1)	0.0441462121	0.0004932841	0.0231283264	0.023435017225
vin_blanc	H_M	0.46105	0.29756	0.29756	0.46105	0.46878	0.37039	0.3793	0.48899	0.7043:0.2957	10067	230641	468042	4.85401	4.85401	N/A	vin_blanc	vin/n_blanc/a	vin	blanc	15	5.0000	0.0000	3.6000	1.8048	3.8000	1.7403	chardonnay(3);vin de raisins blancs(2);riesling(2);petit blanc(2);pinard(1);vin transparent doré(1);boissson alcoolisée(1);vin transparent(1);sauvignon blanc(1);raisin vert clair(1);vin de couleur blanche(1);blanc(1);vin pas rouge(1);jaune(1);boisson alcoolise(1);raisin macere(1);alcool de pulpes de raisin non colorées(1);vin jaune(1);blanc sec(1);alcool(1);sauce au vin blanc(1);boisson(1);vin blanc de france(1);jus de raisin blanc fermenté(1);alcool de raisin(1);jus de raisin transformée en alcool(1);chablis(1);piquette(1)	0.072616775625	0.0050722884	0.0006558721	0.000240405025
vin_rouge	H_M	0.51421	0.30657	0.30657	0.51421	0.51233	0.39704	0.41039	0.54089	0.72649:0.27351	5529	230641	321149	4.6314	4.6314	N/A	vin_rouge	vin/n_rouge/a	vin	rouge	13	5.0000	0.0000	4.5385	0.8771	4.6923	0.6304	pinard(2);vin(2);jaja(1);boisson alcoolisée faite de raisin(1);raisin fermenté(1);vin de bordeaux(1);vin de cépages rouges(1);vin pas rosée ou blanc(1);vin de raisins rouges(1);rouge qui tache(1);raisin noir(1);vin fait avec du raisin noir(1);jus de raisin noir fermenté(1);boisson alcoolisée de couleur rouge(1);vinasse(1);vin de couleur rouge(1);alcool(1);vin de bourgogne(1);sang de la terre(1);cru(1);piquette(1);alcohol de raisin noir(1);bordeaux(1);boisson alcoolisée(1);fermentation(1)	0.058997981025	0.064726992225	0.033231467025	0.028229040225
oeil_rouge	H_M	0.37716	0.23048	0.23048	0.37716	0.37319	0.29484	0.30382	0.39398	0.73722:0.26278	1395	461795	321149	2.56003	2.56003	N/A	yeux_rouges	oeil/n_rouge/a	yeux	rouges	14	5.0000	0.0000	4.3571	1.2157	4.3571	1.2157	yeux irrités(2);albinos(2);conjonctivite(2);yeux écarlates(1);rougeur occulaire(1);infection occulaire(1);yeux larmoyants(1);mirettes irritées(1);larmoiement(1);des yeux colorés(1);yeux de couleur rouges(1);mirettes(1);myxomatose(1);yeux fatigués(1);inflammation de lâÅil(1);yeux de couleur inhabituelle(1);effet des yeux(1);des yeux gonflés(1);vue(1);irritation occulaire(1);rougeur des yeux(1);yeux malade(1);yeux injectés de sang(1)	0.0969824164	0.0656281924	0.034160280625	0.0304258249
école_primaire	H_M	0.63675	0.53381	0.53381	0.63675	0.67938	0.58301	0.58528	0.6869	0.62656:0.37344	19950	891612	138617	5.40265	5.40265	N/A	école_primaire	école/n_primaire/a	école	primaire	13	5.0000	0.0000	3.0769	1.9348	3.9231	1.0377	école élémentaire(5);enseignement primaire(3);petite école(2);etablissment(1);école pour les petits(1);école avant le collège(1);cours élémentaire(1);début de l'instruction obligatoire(1);premières classes(1);première école(1);ecole élémentaire(1);école communale(1);école de base(1);classe pour jeunes enfants(1);"grande école"(1);école primaire élémentaire(1);école maternelle et élémentaire(1);école pour les jeunes(1);école élementaire et maternelle(1);du cp and cm2(1);école élmentaire(1)	0.032987640625	0.022959825625	0.0030327049	0.0034609689
étoile_filant	H_M	0.38671	0.17005	0.17005	0.38671	0.35131	0.25644	0.27838	0.39365	0.82832:0.17168	859	123580	2285	8.33892	8.33892	N/A	étoile_filante	étoile/n_filant/a	étoile	filante	15	2.8000	2.1112	4.0000	1.3628	3.2000	1.8205	météore(6);météorite(4);aérolithe(3);bolide(2);trainée lumineuse(1);eclair lumineux(1);comètes(1);étoile qui bouge(1);comete(1);meteorite(1);trait de lumière(1);astéroïde(1);objet celeste lumineux(1);aerolithe(1);matière se consumant dans l'atmosphère(1);méterorites(1);astéroide(1);météores(1);comète(1);trait de lumière dans l' atmosphère(1);pierre brulante(1);astéroide dans le ciel(1)	0.017783556025	0.046214250625	0.001271279025	0.003229080625
